source_id,source_domain,model,prompt_id,style,strategy,output,latency_s,error,fk_grade,avg_sentence_length,word_count,unique_word_ratio,formality_score,sentiment_polarity,compression_ratio,judge_style_adherence,judge_fluency,judge_meaning_preserved,judge_overall,judge_rationale,delta_fk_grade,delta_formality,delta_sentiment,delta_sentence_length,delta_ttr
T01,science,GPT-4o-mini,S10C,minimalist,contrastive,"Lactobacillus reuteri, a gut bacteria, reduces anxiety and depression in mice by activating the vagus nerve. Removing it increases anxiety; restoring it lowers anxiety. Researchers believe this could lead to new mental health treatments for humans, though mouse studies may not directly apply. Findings appeared in Cell.",2.473,,11.34,11.75,47,0.9149,0.5,0.0,0.4519,0.0,0.0,0.0,0.0,,0.43,0.0385,1.0,-5.58,0.1745
T01,science,GPT-4o,S10C,minimalist,contrastive,"Scientists found Lactobacillus reuteri reduces anxiety in mice by activating the vagus nerve. Removing it increased anxiety; restoring it decreased anxiety. This may inform future human treatments, but mouse studies don't always apply to humans. Findings are in Cell.",1.616,,10.9,9.75,39,0.8974,0.4487,0.0,0.375,0.0,0.0,0.0,0.0,,-0.01,-0.0128,1.0,-7.58,0.157
T01,science,Claude Haiku,S10C,minimalist,contrastive,"# Gut Bacteria Reduces Anxiety in Mice

Lactobacillus reuteri reduces anxiety and depression-like behaviors in mice by producing a compound that activates the vagus nerve, linking gut to brain. Removing the bacteria increased anxiety; restoring it decreased anxiety. The findings, published in Cell, suggest potential human treatments, though mouse studies don't always translate to people.",2.261,,14.73,18.33,55,0.7818,0.4273,0.0,0.5288,0.0,0.0,0.0,0.0,,3.82,-0.0342,1.0,1.0,0.0414
T01,science,Claude Sonnet 4.6,S10C,minimalist,contrastive,"Lactobacillus reuteri, a gut bacterium, reduces anxiety and depression in mice by producing a compound that activates the vagus nerve. Removing it raised anxiety; restoring it reversed the effect. Researchers believe this could inform human mental health treatments, though mouse findings don't always translate. The study appeared in Cell.",3.026,,11.58,12.25,49,0.8776,0.4592,0.0,0.4712,0.0,0.0,0.0,0.0,,0.67,-0.0023,1.0,-5.08,0.1372
T01,science,Mistral small creative,S10C,minimalist,contrastive,"Scientists found *Lactobacillus reuteri*—a gut bacteria—**slashes** anxiety and depression-like behaviors in mice by **triggering** the vagus nerve via a produced compound. Removing it **spiked** anxiety; restoring it **drove** it down. The team proposes potential human mental health treatments, though mouse studies **rarely** predict human outcomes. *Cell* published the findings.",2.251,,11.72,13.0,52,0.8654,0.4615,0.0,0.5,0.0,0.0,0.0,0.0,,0.81,0.0,1.0,-4.33,0.125
T01,science,Llama 3 8B,S10C,minimalist,contrastive,"Scientists discovered Lactobacillus reuteri gut bacteria reduces anxiety and depression-like behaviors in mice. It produces a compound that activates the vagus nerve, connecting the gut to the brain. Removing the bacteria increased anxiety, while restoring it decreased it. This could lead to new mental health treatments in humans, pending human studies.",1.69,,11.95,13.0,52,0.8077,0.4615,0.0,0.5,0.0,0.0,0.0,0.0,,1.04,0.0,1.0,-4.33,0.0673
T02,business,GPT-4o-mini,S01A,journalism,direct_instruction,"In the third quarter, the company reported an 18 percent decline in revenue compared to the same period last year. This drop was primarily attributed to supply chain disruptions that hindered timely product delivery to customers. Additionally, the company lost two major clients to lower-priced competitors. 

However, management announced that most supply chain issues have been resolved. The company has also secured three new contracts totaling $4 million. If current trends continue, management anticipates a return to normal growth by the first quarter of next year.",2.855,,12.01,14.17,85,0.7882,0.5235,-0.3333,0.9043,0.0,0.0,0.0,0.0,,4.07,0.1299,-1.3333,-4.63,-0.0522
T02,business,GPT-4o,S01A,journalism,direct_instruction,"In the third quarter, the company experienced an 18 percent decline in revenue compared to the same period last year. This decrease was primarily due to supply chain disruptions that delayed product deliveries. Additionally, the company lost two major clients to lower-cost competitors. However, the company has since resolved most of its supply chain issues and secured three new contracts valued at a total of $4 million. Management anticipates a return to normal growth by the first quarter of next year if current trends continue.",2.637,,11.33,16.8,84,0.7857,0.5238,-0.3333,0.8936,0.0,0.0,0.0,0.0,,3.39,0.1302,-1.3333,-2.0,-0.0547
T02,business,Claude Haiku,S01A,journalism,direct_instruction,"# Company Reports 18% Revenue Decline in Third Quarter

The company experienced an 18 percent revenue drop in the third quarter compared to the same period last year, according to management statements released today.

Supply chain disruptions were cited as the primary cause of the decline. The issues prevented timely product delivery to customers. The company also lost two major clients to lower-cost competitors during the period.

However, the company has resolved most supply chain problems, management reported. The organization has signed three new contracts valued at a combined $4 million.

Company leadership projects a return to normal growth rates by the first quarter of next year, contingent on current operational trends continuing.",3.849,,12.64,15.71,110,0.7091,0.5182,-0.5,1.1702,0.0,0.0,0.0,0.0,,4.7,0.1246,-1.5,-3.09,-0.1313
T02,business,Claude Sonnet 4.6,S01A,journalism,direct_instruction,"**Company Reports 18% Revenue Decline in Q3, Cites Supply Chain Disruptions**

A company experienced an 18 percent drop in revenue during the third quarter, compared to the same period the previous year. Supply chain disruptions prevented the timely delivery of products to customers. The company also lost two major clients to lower-cost competitors during the quarter.

The company has since resolved the majority of its supply chain issues. It has secured three new contracts with a combined value of four million dollars.

Management projects a return to normal growth by the first quarter of next year, contingent on current conditions continuing.",3.405,,11.58,16.5,99,0.6869,0.5,-0.3333,1.0532,0.0,0.0,0.0,0.0,,3.64,0.1064,-1.3333,-2.3,-0.1535
T02,business,Mistral small creative,S01A,journalism,direct_instruction,"**Company Reports 18% Revenue Decline in Q3 Amid Supply Chain Disruptions and Client Losses**

*[City, Date]* — A leading [industry/sector] company reported an 18% year-over-year decline in third-quarter revenue, citing persistent supply chain challenges and the loss of two major clients as key contributing factors.

Financial results, released [today/this week], showed the company’s revenue fell to [$X million] in Q3 2024, down from [$X million] in the same period last year. Executives attributed the drop primarily to delays in production and distribution, which hindered the company’s ability to fulfill orders on time. Additionally, two long-standing clients—[Client A] and [Client B]—transitioned to lower-cost competitors, further impacting performance.

Despite the setbacks, the company announced progress in resolving supply chain bottlenecks, with most operational disruptions now addressed. Management also secured three new contracts in the quarter, totaling $4 million in combined value, signaling potential stabilization in customer acquisitions.

Looking ahead, company leadership expressed optimism about a return to pre-pandemic growth trajectories. If current trends persist, executives project a recovery in revenue growth by the first quarter of 2025. No further details on specific recovery metrics or strategic adjustments were provided.

The full quarterly report is available on the company’s investor relations page.",2.774,,15.1,20.4,204,0.6863,0.5,-0.3333,2.1702,0.0,0.0,0.0,0.0,,7.16,0.1064,-1.3333,1.6,-0.1541
T02,business,Llama 3 8B,S01A,journalism,direct_instruction,"Company Reports 18 Percent Revenue Decline in Q3

Revenue for the company dropped by 18 percent in the third quarter compared to the same period last year, according to recent financial reports. The decline was largely attributed to supply chain disruptions that hindered timely delivery of products to customers.

The company also experienced the loss of two major clients, who opted for cheaper competitors. However, management has since resolved the supply chain issues and secured three new contracts worth a combined $4 million.

Company officials predict that revenue growth will return to normal by the first quarter of next year, provided current trends continue.",1.993,,13.45,20.0,100,0.71,0.52,-0.5,1.0638,0.0,0.0,0.0,0.0,,5.51,0.1264,-1.5,1.2,-0.1304
T02,business,GPT-4o-mini,S01B,journalism,role_prompting,"**Company Reports 18% Revenue Decline in Q3, Sees Signs of Recovery**

[City, Date] — In a challenging third quarter, [Company Name] reported an 18 percent decrease in revenue compared to the same period last year, primarily attributed to supply chain disruptions that delayed product deliveries. The company also lost two major clients to lower-priced competitors during this period.

Despite these setbacks, [Company Name] has addressed most of the supply chain issues and secured three new contracts totaling $4 million. Management remains optimistic, projecting a return to normal growth by the first quarter of next year if current trends continue.",3.075,,14.79,23.75,95,0.7789,0.5,-0.5,1.0106,0.0,0.0,0.0,0.0,,6.85,0.1064,-1.5,4.95,-0.0615
T02,business,GPT-4o,S01B,journalism,role_prompting,"**Company Faces Q3 Revenue Drop Amid Supply Chain Woes, Secures New Contracts**

In a challenging third quarter, the company reported an 18% decline in revenue compared to the same period last year, primarily due to supply chain disruptions that delayed product deliveries. The financial setback was compounded by the loss of two major clients who opted for more cost-effective competitors. However, the company has since resolved most supply chain issues and secured three new contracts valued at a total of $4 million. Management remains optimistic, projecting a return to normal growth by the first quarter of next year if current trends persist.",1.66,,14.46,25.0,100,0.76,0.52,-0.3333,1.0638,0.0,0.0,0.0,0.0,,6.52,0.1264,-1.3333,6.2,-0.0804
